,Address,City,Zip Code,Price,sqft,# of Beds,# of Baths
0,7947 Claremont DR,Dallas,75228,317900,,3.0,2.0
1,9833 Walnut Street,Dallas,75243,50000,,1.0,1.0
2,9825 Walnut Street,Dallas,75243,50000,,1.0,1.0
3,9809 Walnut Street,Dallas,75243,50000,,1.0,1.0
4,9805 Walnut Street,Dallas,75243,51000,,1.0,1.0
5,9815 Walnut Street,Dallas,75243,51000,,1.0,1.0
7,8600 Coppertowne Lane,Dallas,75243,144000,,2.0,1.0
8,6215 Teague Drive,Dallas,75241,160000,,4.0,2.0
9,1446 Laura Lane,Dallas,75241,160000,,2.0,1.0
10,2824 Belknap Avenue,Dallas,75216,164000,,3.0,1.0
11,3615 Dutton Drive,Dallas,75211,173000,,2.0,1.0
12,6015 Sunny Crest Lane,Dallas,75241,180000,,4.0,3.0
13,1200 Main Street,Dallas,75202,200000,,1.0,1.0
14,1122 Jackson Street,Dallas,75202,206000,,1.0,1.0
15,6102 Summer Creek Circle,Dallas,75231,210000,,2.0,2.0
16,13536 Vida Lane,Dallas,75253,210000,,3.0,2.0
17,12146 Willowdell Drive,Dallas,75243,219900,,3.0,2.0
18,5100 Verde Valley Lane,Dallas,75254,229000,,2.0,2.0
19,4242 N Capistrano Drive,Dallas,75287,235000,,2.0,2.0
20,2962 Housley Drive,Dallas,75228,235000,,3.0,2.0
21,2962 Housley DR,Dallas,75228,235000,,3.0,2.0
22,2820 Linfield Road,Dallas,75216,239900,,3.0,3.0
23,2919 Gus Thomasson Road,Dallas,75228,240000,,3.0,2.0
24,3035 Newcastle Drive,Dallas,75220,249900,,3.0,2.0
25,2507 S Vernon Avenue,Dallas,75224,259000,,4.0,3.0
26,9835 Whistler Drive,Dallas,75217,275000,,4.0,3.0
27,5200 Martel Avenue,Dallas,75206,279000,,2.0,3.0
28,2150 Lovedale Avenue,Dallas,75235,300000,,2.0,2.0
29,4834 Fallon Place,Dallas,75227,320000,,3.0,3.0
30,1407 Glenfield Avenue,Dallas,75224,325000,,2.0,2.0
31,1627 Wilbur Street,Dallas,75224,325000,,3.0,2.0
32,13911 Preston Valley Place,Dallas,75240,340000,,2.0,2.0
33,9752 Burney Drive,Dallas,75243,379900,,3.0,3.0
34,11232 Lanewood Circle,Dallas,75218,435000,,3.0,2.0
35,2217 Kirby Street,Dallas,75204,449900,,3.0,3.0
36,5015 Manett Street,Dallas,75206,459990,,2.0,3.0
37,4611 Travis Street,Dallas,75205,470000,,2.0,3.0
38,9703 Robin Hill Circle,Dallas,75238,475000,,3.0,3.0
39,9723 Lanward Circle,Dallas,75238,475000,,4.0,2.0
40,1632 Vaughan Court,Dallas,75208,485000,,3.0,3.0
41,17201 Meadow Tree Circle,Dallas,75248,509900,,3.0,4.0
42,202 S Edgefield Avenue,Dallas,75208,519900,,4.0,3.0
43,180 S Cisco Street,Dallas,75226,539000,,3.0,3.0
44,7001 Vivian Avenue,Dallas,75223,599000,,3.0,3.0
45,10849 Scotspring Lane,Dallas,75218,725000,,5.0,4.0
46,7704 Queens Garden Drive,Dallas,75248,725000,,4.0,4.0
47,9591 Highedge Drive,Dallas,75238,759000,,5.0,4.0
48,9118 Rock Daisy Court,Dallas,75231,799000,,3.0,3.0
49,6858 Meadowcreek Drive,Dallas,75254,850000,,5.0,6.0
50,9515 Moss Haven Drive,Dallas,75231,899000,,4.0,5.0
51,6230 Joyce Way,Dallas,75225,1400000,,3.0,3.0
52,5331 Emerson Avenue,Dallas,75209,1595000,,5.0,5.0
53,5122 Horseshoe Trail,Dallas,75209,2250000,,5.0,5.0
54,5001 Bowser Avenue,Dallas,75209,82500,,1.0,1.0
55,8601 Park Lane,Dallas,75231,89900,,1.0,1.0
56,2121 Lolita Drive,Dallas,75227,125375,,3.0,1.0
57,2627 Douglas Avenue,Dallas,75219,128500,,1.0,1.0
58,8550 Fair Oaks Crossing,Dallas,75243,129900,,2.0,1.0
59,3700 Hancock Street,Dallas,75210,129900,,3.0,2.0
60,10121 Stebbins Street,Dallas,75217,130000,,2.0,1.0
61,5550 Spring Valley Road,Dallas,75254,130000,,1.0,1.0
62,9801 Royal Lane,Dallas,75231,135000,,2.0,2.0
63,12888 Montfort Drive,Dallas,75230,139000,,2.0,2.0
64,8600 Coppertowne Lane #1705,Dallas,75243,144000,,2.0,1.0
65,4117 Pampas Street,Dallas,75211,145000,,2.0,1.0
66,5335 Bent Tree Forest Drive,Dallas,75248,145000,,1.0,1.0
67,8615 Files Street,Dallas,75217,146750,,3.0,1.0
68,511 Glencairn Drive,Dallas,75232,154900,,3.0,2.0
69,3038 Marjorie Avenue,Dallas,75216,155000,,3.0,1.0
70,4410 Cinda Ree Lane,Dallas,75216,169000,,4.0,2.0
71,7706 Meadow Road,Dallas,75230,174900,,2.0,2.0
72,1816 Peabody Avenue,Dallas,75215,175000,,3.0,2.0
73,5051 N Hall Street,Dallas,75235,177000,,2.0,2.0
74,1920 Oak Hill Circle,Dallas,75217,178374,,4.0,2.0
76,5881 Preston View Boulevard,Dallas,75240,184000,,2.0,2.0
77,7640 W Greenway Boulevard,Dallas,75209,184000,,1.0,2.0
78,1619 Mcadams Avenue,Dallas,75224,189000,,3.0,2.0
79,2314 Toulon Lane,Dallas,75227,190000,,3.0,2.0
80,4105 Hamilton Avenue,Dallas,75210,195000,,4.0,2.0
81,1811 Goldwood Drive,Dallas,75232,215995,,3.0,2.0
82,5808 Sandhurst Lane,Dallas,75206,217000,,3.0,3.0
83,2720 E Atoll Drive,Dallas,75216,225000,,5.0,2.0
85,9826 Amberton Parkway,Dallas,75243,225000,,3.0,3.0
86,406 Penguin Drive,Dallas,75241,229900,,4.0,3.0
87,3919 Kenilworth Street,Dallas,75210,235000,,4.0,3.0
88,6234 Bandera Avenue,Dallas,75225,235000,,2.0,2.0
89,17820 Windflower Way,Dallas,75252,239900,,2.0,3.0
90,1926 Berwick Avenue,Dallas,75203,240000,,3.0,2.0
91,4102 Buena Vista Street,Dallas,75204,240000,,1.0,2.0
92,11364 Lanewood Circle,Dallas,75218,240000,,3.0,1.0
93,9307 Sandyhook Circle,Dallas,75227,240000,,3.0,2.0
94,2210 Tosca Lane,Dallas,75224,245000,,3.0,2.0
95,804 Cameron Avenue,Dallas,75223,249000,,3.0,2.0
96,2639 Crest Ridge Drive,Dallas,75228,250000,,4.0,2.0
97,2727 Reagan Street,Dallas,75219,259000,,2.0,2.0
98,4144 Pluto Street,Dallas,75212,259900,,4.0,2.0
99,100 N Hampton Road,Dallas,75208,269900,,3.0,2.0
100,2119 Highwood Drive,Dallas,75228,299000,,3.0,2.0
101,3531 Burlingdell Avenue,Dallas,75211,319000,,4.0,2.0
102,1530 S Montreal Avenue,Dallas,75208,327900,,2.0,2.0
103,4319 Bowser Avenue,Dallas,75219,329500,,2.0,2.0
104,6932 Allview Lane,Dallas,75227,329900,,3.0,2.0
105,2340 Peavy Place,Dallas,75228,340000,,3.0,2.0
106,5200 Keller Springs Road,Dallas,75248,349900,,3.0,2.0
107,2435 Hillsboro Avenue,Dallas,75228,349900,,3.0,2.0
108,17928 Brent Drive,Dallas,75287,359000,,4.0,2.0
109,2121 Kessler Court,Dallas,75208,369000,,2.0,2.0
110,8949 Boundbrook Avenue,Dallas,75243,374900,,3.0,2.0
111,12618 Trenton Drive,Dallas,75243,375000,,4.0,3.0
112,2504 Kingsridge Drive,Dallas,75287,385000,,3.0,3.0
113,2360 Peavy Place,Dallas,75228,389000,,3.0,3.0
114,10660 Longmeadow Drive,Dallas,75238,390000,,3.0,2.0
115,8634 Lockhaven Drive,Dallas,75238,390000,,2.0,2.0
116,8783 Oak Stream,Dallas,75243,390000,,3.0,3.0
117,9747 E Lake Highlands Drive,Dallas,75218,395000,,3.0,2.0
118,6226 La Cosa DR,Dallas,75248,407800,,3.0,3.0
119,11060 Wallbrook Drive,Dallas,75238,415000,,4.0,2.0
120,10912 Beauty Lane,Dallas,75229,425000,,3.0,2.0
121,3928 Walden Way,Dallas,75287,425000,,4.0,2.0
122,6720 Natures Way,Dallas,75236,425900,,4.0,3.0
123,4103 Country Brook Drive,Dallas,75287,439000,,3.0,3.0
124,3139 Whirlaway Road,Dallas,75229,440000,,4.0,3.0
125,8105 Claremont Drive,Dallas,75228,450000,,3.0,2.0
126,3501 Dickason Avenue,Dallas,75219,454900,,2.0,3.0
127,10315 Cromwell Drive,Dallas,75229,459000,,3.0,2.0
128,9102 Summer Glen,Dallas,75243,465000,,3.0,3.0
129,3228 Altman Drive,Dallas,75229,475000,,4.0,3.0
130,10211 Carry Back Circle,Dallas,75229,485000,,3.0,3.0
131,917 N Beckley Avenue,Dallas,75203,487500,,3.0,1.0
132,915 N Beckley Avenue,Dallas,75203,487500,,2.0,1.0
133,909 N Beckley Avenue,Dallas,75203,487500,,4.0,2.0
134,112 W 5 th Street,Dallas,75208,487500,,2.0,2.0
135,4962 Fuqua Street,Dallas,75206,495000,,2.0,3.0
136,6218 Reiger Avenue,Dallas,75214,499000,,2.0,2.0
137,10619 Lakemere Drive,Dallas,75238,499900,,3.0,2.0
138,10548 Wyatt Street,Dallas,75218,499999,,4.0,3.0
139,3836 Antigua Drive,Dallas,75244,500000,,3.0,3.0
140,1771 McCoy Street,Dallas,75204,519000,,2.0,3.0
141,4060 Travis Street,Dallas,75204,525000,,3.0,3.0
142,4931 Jack Court,Dallas,75206,525000,,2.0,3.0
143,4319 Firebrick Lane,Dallas,75287,525000,,4.0,3.0
144,1520 San Saba Drive,Dallas,75218,535000,,3.0,2.0
145,118 N Winnetka Avenue,Dallas,75208,535000,,3.0,2.0
146,4118 Park Lane,Dallas,75220,535000,,2.0,2.0
147,6424 E Lovers Lane,Dallas,75214,545000,,4.0,2.0
148,7138 Tabor Drive,Dallas,75231,549000,,4.0,3.0
149,6926 Vivian Avenue,Dallas,75223,549900,,2.0,2.0
150,7606 Kevin Drive,Dallas,75248,550000,,5.0,4.0
151,2055 Angelina Drive,Dallas,75212,579900,,4.0,4.0
152,4029 Bowser Avenue,Dallas,75219,585000,,3.0,4.0
153,7610 Dunoon Avenue,Dallas,75248,589900,,4.0,4.0
154,5227 Homer Street,Dallas,75206,599750,,3.0,2.0
155,7845 Blackbird Lane,Dallas,75238,649900,,3.0,2.0
156,818 Cordova Street,Dallas,75223,650000,,3.0,2.0
157,6406 La Manga Drive,Dallas,75248,659500,,4.0,3.0
158,2813 State Street,Dallas,75204,669000,,3.0,4.0
159,5616 Willow Wood Lane,Dallas,75252,674900,,4.0,5.0
160,8914 Santa Clara Drive,Dallas,75218,675000,,3.0,2.0
161,10746 Royal Springs Drive,Dallas,75229,699000,,3.0,3.0
162,5432 Druid Lane,Dallas,75209,725000,,3.0,2.0
163,5505 Ellsworth Avenue,Dallas,75206,729000,,4.0,5.0
164,8110 San Cristobal Drive,Dallas,75218,749900,,4.0,3.0
165,5827 Morningside Avenue,Dallas,75206,765000,,4.0,3.0
166,5806 Royal Crest Drive,Dallas,75230,775000,,4.0,4.0
167,5935 Royal Crest Drive,Dallas,75230,785000,,3.0,2.0
168,6122 Richmond Avenue,Dallas,75214,799000,,4.0,3.0
169,6243 Monticello Avenue,Dallas,75214,799000,,3.0,4.0
170,1 Royal Way,Dallas,75229,799000,,3.0,5.0
171,4228 Glenaire Drive,Dallas,75229,815000,,4.0,4.0
172,4612 Live Oak Street,Dallas,75204,825000,,3.0,3.0
173,6882 Avalon Avenue,Dallas,75214,829500,,3.0,2.0
174,5334 Morningside Avenue,Dallas,75206,840000,,4.0,3.0
175,5301 Merrimac Avenue,Dallas,75206,869900,,4.0,3.0
176,6664 Yosemite Lane,Dallas,75214,895000,,4.0,3.0
177,9231 Moss Haven Drive,Dallas,75231,895000,,4.0,3.0
178,3739 Vinecrest Drive,Dallas,75229,899000,,5.0,5.0
179,4748 Hallmark Drive,Dallas,75229,940000,,4.0,4.0
180,8510 Catawba Road,Dallas,75209,974900,,2.0,2.0
181,6716 Azalea Lane,Dallas,75230,979100,,4.0,4.0
182,7602 Roper Street,Dallas,75209,1095000,,5.0,4.0
183,7007 Inwood Road,Dallas,75209,1100000,,3.0,2.0
184,16118 Ranchita Drive,Dallas,75248,1119000,,5.0,4.0
185,3911 Park Lane,Dallas,75220,1124000,,4.0,5.0
186,16208 Ranchita Drive,Dallas,75248,1150000,,5.0,7.0
187,14140 Valley Creek Drive,Dallas,75254,1195000,,4.0,6.0
188,2119 Madera Street,Dallas,75206,1320000,,5.0,6.0
189,4037 Lively Lane,Dallas,75220,1350000,,5.0,6.0
190,22 Vanguard Way,Dallas,75243,1399000,,3.0,3.0
191,6506 Barnsbury Court,Dallas,75248,1425000,,5.0,6.0
192,6725 Gaston Avenue,Dallas,75214,1500000,,3.0,3.0
193,7021 Stone Meadow Drive,Dallas,75230,1695000,,3.0,5.0
194,6711 Aberdeen Avenue,Dallas,75230,1850000,,5.0,4.0
198,112 W 5th Street,Dallas,75208,1950000,,2.0,2.0
199,6630 Northport Drive,Dallas,75230,2150000,,5.0,7.0
200,7219 Marquette Street,Dallas,75225,2200000,,5.0,5.0
201,6823 Northport Drive,Dallas,75230,2990000,,5.0,6.0
202,4110 Cochran Chapel,Dallas,75209,3195000,,4.0,5.0
203,1747 Leonard Street,Dallas,75201,3950000,,2.0,3.0
204,2060 Echo Lake Drive,Dallas,75253,97000,,3.0,1.0
205,6646 E Lovers Lane,Dallas,75214,99900,,1.0,1.0
206,6646 E Lovers LN 1501,Dallas,75214,99900,,1.0,1.0
207,5325 Bent Tree Forest Drive,Dallas,75248,119000,,1.0,1.0
209,414 W Montana Avenue,Dallas,75224,121000,,3.0,2.0
210,8404 Forest Lane,Dallas,75243,125000,,1.0,2.0
211,8555 Fair Oaks Crossing,Dallas,75243,150000,,2.0,1.0
212,10427 Benbrook Drive,Dallas,75228,154500,,3.0,1.0
213,13753 Biggs Street,Dallas,75253,155000,,3.0,2.0
214,4777 Cedar Springs Road,Dallas,75219,160000,,1.0,2.0
215,5300 Keller Springs Road,Dallas,75248,160000,,1.0,2.0
216,1945 New Haven Drive,Dallas,75217,164900,,2.0,2.0
217,5100 E Verde Valley Lane,Dallas,75254,175000,,1.0,2.0
218,9222 Church Road,Dallas,75231,179900,,2.0,3.0
219,11302 Castolon Drive,Dallas,75228,180000,,3.0,2.0
220,150 Buttercup Lane,Dallas,75217,180000,,4.0,2.0
221,1337 Kingsley Drive,Dallas,75216,181900,,3.0,2.0
222,9910 Royal Lane,Dallas,75231,182500,,2.0,2.0
223,14277 Preston Road,Dallas,75254,185000,,2.0,2.0
224,14151 Montfort Unit# 213,Dallas,75254,189000,,2.0,2.0
226,3883 Turtle Creek Boulevard,Dallas,75219,195000,,1.0,1.0
227,5757 E University Boulevard,Dallas,75206,195000,,2.0,2.0
229,4605 Cedar Springs Road,Dallas,75219,205000,,1.0,1.0
230,9202 Firelog Lane,Dallas,75243,205000,,2.0,2.0
231,7616 Texridge Drive,Dallas,75232,209000,,3.0,2.0
233,11812 Flamingo Lane,Dallas,75218,215000,,3.0,2.0
234,9721 Smokefeather Lane,Dallas,75243,220000,,2.0,2.0
235,10938 Desdemona Drive,Dallas,75228,225000,,3.0,2.0
236,4031 Holland Avenue,Dallas,75219,232500,,1.0,1.0
237,7702 Ike Avenue,Dallas,75241,234900,,4.0,3.0
238,13119 Southview Lane,Dallas,75240,239000,,3.0,2.0
239,17820 Windflower WAY # 1404,Dallas,75252,239900,,2.0,3.0
240,2436 Oak Dale Road,Dallas,75241,239900,,4.0,2.0
242,4242 Buena Vista Street,Dallas,75205,240000,,1.0,2.0
243,6903 Sammy Circle,Dallas,75237,245000,,3.0,2.0
244,6131 Lewisburg Lane,Dallas,75237,249900,,3.0,1.0
245,9963 Constance Street,Dallas,75220,250000,,3.0,2.0
246,9209 Sweetwater Drive,Dallas,75228,250000,,3.0,2.0
247,3139 Dusty Oak Drive,Dallas,75227,259900,,4.0,3.0
249,9246 Emberglow Lane,Dallas,75243,260000,,4.0,3.0
250,4920 Hollow Ridge Road,Dallas,75227,269700,,3.0,2.0
251,9408 Thornberry Lane,Dallas,75220,299900,,3.0,2.0
252,1511 Matagorda Drive,Dallas,75232,300000,,3.0,2.0
253,1323 Saint Joseph Street,Dallas,75204,310000,,2.0,3.0
254,6314C Bandera Avenue,Dallas,75225,315000,,2.0,2.0
255,6211 W Northwest Highway,Dallas,75225,317000,,2.0,2.0
256,4107 Bowser Avenue,Dallas,75219,319000,,2.0,2.0
257,6830 Prairie Flower Trail,Dallas,75227,319000,,4.0,2.0
258,3190 Lockmoor Lane,Dallas,75220,325000,,4.0,3.0
259,2427 Catherine Street,Dallas,75211,329500,,2.0,2.0
260,4325 Bowser Avenue,Dallas,75219,329900,,2.0,3.0
261,4127 Joshua Lane,Dallas,75287,349900,,3.0,3.0
262,2710 Kimsey Drive,Dallas,75235,350000,,2.0,1.0
263,4017 Buena Vista Street,Dallas,75204,355000,,2.0,2.0
264,7603 Kenwell Street,Dallas,75209,374900,,3.0,2.0
265,1725 Bennett Avenue,Dallas,75206,374900,,2.0,3.0
266,3251 Leahy Drive,Dallas,75229,375000,,3.0,2.0
267,2812 Alden Avenue,Dallas,75211,375000,,3.0,1.0
268,1529 Seegar Street,Dallas,75215,379900,,2.0,3.0
269,9612 Ferndale Road,Dallas,75238,389000,,3.0,2.0
270,3847 Stockton Lane,Dallas,75287,389000,,3.0,3.0
271,1500 Pecos Street,Dallas,75204,390000,,3.0,3.0
272,5411 Maple Springs Boulevard,Dallas,75235,395000,,2.0,3.0
273,2638 Alco Avenue,Dallas,75211,400000,,3.0,2.0
274,6226 La Cosa Drive,Dallas,75248,407800,,3.0,3.0
276,3227 Citation Drive,Dallas,75229,415000,,3.0,2.0
277,3715 Valley Ridge Road,Dallas,75220,415000,,3.0,2.0
278,7049 Belteau Lane,Dallas,75227,415000,,5.0,4.0
279,2323 N Houston Street,Dallas,75219,425000,,1.0,2.0
280,409 S Rosemont Avenue,Dallas,75208,430000,,3.0,2.0
281,1914 Euclid Avenue,Dallas,75206,448000,,2.0,3.0
282,1823 Naylor Street,Dallas,75228,450000,,4.0,3.0
283,6341 E Lovers Lane,Dallas,75214,450000,,2.0,2.0
284,2015 Kidwell Street,Dallas,75214,450000,,3.0,3.0
285,3024 Zenia Drive,Dallas,75204,451000,,2.0,3.0
286,3501 Dickason Avenue Unit# B,Dallas,75219,454900,,2.0,3.0
287,10426 Royalwood Drive,Dallas,75238,455000,,3.0,2.0
288,2828 Hood Street,Dallas,75219,469900,,1.0,2.0
289,3924 Belton Drive,Dallas,75287,475000,,4.0,3.0
290,7036 Winchester Street,Dallas,75231,475000,,3.0,2.0
291,6907 Middle Cove Drive,Dallas,75248,475000,,4.0,3.0
292,6035 Ellsworth Avenue,Dallas,75206,479900,,2.0,2.0
293,6054 Winton Street,Dallas,75206,495000,,2.0,2.0
294,7952 Minglewood Lane,Dallas,75231,499000,,3.0,3.0
295,6558 Laurel Valley Road,Dallas,75248,500000,,3.0,3.0
296,2411 N Hall Street,Dallas,75204,507000,,2.0,3.0
297,2417 Thatcher Drive,Dallas,75206,515000,,3.0,4.0
298,5331 Holland Avenue,Dallas,75209,520000,,3.0,4.0
299,3390 Northaven Road,Dallas,75229,525000,,4.0,3.0
300,2217 Annex Avenue,Dallas,75204,535000,,2.0,3.0
301,4212 Bowser Avenue #C,Dallas,75219,545000,,3.0,4.0
302,3999 Goodfellow Drive,Dallas,75229,545000,,4.0,3.0
303,4030 Travis Street,Dallas,75204,550000,,2.0,3.0
304,2411 Hall Street,Dallas,75204,560000,,3.0,4.0
305,10006 Milltrail Drive,Dallas,75238,589900,,5.0,3.0
306,4211 Rawlins Street,Dallas,75219,595000,,3.0,4.0
307,9634 Shoreview Road,Dallas,75238,599000,,3.0,2.0
308,5120 Vandelia Street,Dallas,75235,614700,,4.0,3.0
309,6726 Crestland Avenue,Dallas,75252,615950,,4.0,3.0
310,7103 Nicki Court,Dallas,75252,649900,,4.0,3.0
311,6811 Ledyard Drive,Dallas,75248,649950,,4.0,3.0
312,7331 Roundrock Road,Dallas,75248,674900,,4.0,4.0
313,4914 Reiger Avenue,Dallas,75214,689000,,3.0,3.0
314,4222 Meadowdale Lane,Dallas,75229,699000,,3.0,3.0
315,11727 Welch Road,Dallas,75229,699000,,3.0,3.0
316,5522 W Amherst Avenue,Dallas,75209,714900,,3.0,2.0
317,4408 Mill Run Road,Dallas,75244,724900,,5.0,4.0
318,3911 Gilbert Avenue,Dallas,75219,784900,,3.0,2.0
319,6538 Trammel Drive,Dallas,75214,815000,,4.0,4.0
320,7306 Azalea Lane,Dallas,75230,825000,,3.0,3.0
321,7121 Lakehurst Avenue,Dallas,75230,840000,,4.0,4.0
322,4324 Twin Post Road,Dallas,75244,859000,,4.0,4.0
323,6159 Ellsworth Avenue,Dallas,75214,899000,,4.0,3.0
324,9610 Lanshire Drive,Dallas,75238,899900,,5.0,4.0
325,5926 Flintshire LN,Dallas,75252,925000,,5.0,5.0
326,5926 Flintshire Lane,Dallas,75252,925000,,5.0,5.0
327,12526 Sunlight Drive,Dallas,75230,975000,,4.0,3.0
328,7127 Casa Loma Avenue,Dallas,75214,995000,,4.0,4.0
329,3401 Lee Parkway,Dallas,75219,999999,,2.0,3.0
330,2700 Thomas Avenue,Dallas,75204,1050000,,3.0,3.0
331,9535 Fieldcrest Drive,Dallas,75238,1050000,,5.0,4.0
332,6217 Ellsworth Avenue,Dallas,75214,1135000,,5.0,4.0
333,7139 Midcrest Drive,Dallas,75254,1175000,,4.0,4.0
334,5327 Vanderbilt Avenue,Dallas,75206,1265900,,4.0,3.0
335,11316 Valleydale Drive,Dallas,75230,1275000,,4.0,4.0
336,13 Lakeside Park,Dallas,75225,1295000,,2.0,4.0
337,4719 Junius Street,Dallas,75246,1400000,,4.0,8.0
338,6323 Royalton,Dallas,75230,1495000,,5.0,6.0
339,5922 Joyce Way,Dallas,75225,1525000,,5.0,6.0
340,13731 Hughes Lane,Dallas,75240,1700000,,4.0,6.0
341,1747 Leonard Street #801,Dallas,75201,1850000,,2.0,2.0
342,4129-4133 Herschel Avenue,Dallas,75219,1875000,,3.0,4.0
343,4129-33 Herschel Avenue,Dallas,75219,1875000,,3.0,4.0
344,5510 Lindenshire Lane,Dallas,75230,2049000,,5.0,6.0
345,2430 Victory Park Lane,Dallas,75219,2100000,,3.0,4.0
346,6815 Tulip Lane,Dallas,75230,2175000,,5.0,7.0
347,4420 Ridge Road,Dallas,75229,2199000,,5.0,6.0
348,6229 Tulip Lane,Dallas,75230,2799000,,5.0,6.0
349,1747 Leonard Street #402,Dallas,75201,3950000,,2.0,3.0
350,1810 N Garrett Avenue,Dallas,75206,95000,,1.0,1.0
351,4228 Copeland Street,Dallas,75210,99000,,2.0,2.0
352,11655 Audelia Road,Dallas,75243,110000,,1.0,2.0
353,5550 Spring Valley,Dallas,75254,112000,,1.0,1.0
354,2918 Reed Lane,Dallas,75215,118000,,3.0,2.0
355,4859 Cedar Springs Road,Dallas,75219,124900,,1.0,1.0
357,2915 Marburg Street,Dallas,75215,140500,,3.0,1.0
358,4748 Old Bent Tree Lane,Dallas,75287,149990,,2.0,2.0
359,15221 Berry Trail,Dallas,75248,155000,,2.0,2.0
360,15909 Stillwood Drive,Dallas,75248,155000,,1.0,1.0
361,11348 Park Central Place,Dallas,75230,165000,,2.0,2.0
362,2245 E Overton Road,Dallas,75216,173900,,3.0,2.0
363,3130 Utah Avenue,Dallas,75216,175000,,3.0,2.0
364,1310 Mentor Avenue,Dallas,75216,199000,,3.0,2.0
365,2529 Fenwick Drive,Dallas,75228,204900,,3.0,1.0
366,7311 Hardwood Trail,Dallas,75249,209900,,3.0,2.0
367,9419 Eddy Sass Court,Dallas,75227,210000,,4.0,2.0
368,4414 Cedar Springs Road,Dallas,75219,217000,,2.0,1.0
369,4000 Hamilton Avenue,Dallas,75210,225000,,4.0,2.0
370,9129 Laneyvale Avenue,Dallas,75217,229000,,3.0,2.0
371,2668 Healey Drive,Dallas,75228,229000,,3.0,1.0
373,2730 Emmett Street,Dallas,75211,279000,,3.0,3.0
374,11333 Dumbarton Drive,Dallas,75228,280000,,3.0,2.0
375,13216 Meandering Way,Dallas,75240,289900,,3.0,2.0
376,5132 Westgrove,Dallas,75248,295000,,2.0,3.0
377,7130 Rolling Fork Drive,Dallas,75227,298000,,3.0,2.0
378,2970 Sundial Drive,Dallas,75229,299000,,4.0,2.0
379,130 Appian Way,Dallas,75216,315000,,3.0,1.0
380,2512 Springhill Drive,Dallas,75228,324900,,4.0,4.0
381,12323 High Meadow Drive,Dallas,75234,325000,,3.0,3.0
382,1318 Melbourne Avenue,Dallas,75224,325000,,3.0,2.0
383,2941 Vacherie Lane,Dallas,75227,335000,,3.0,2.0
384,4310 Rosser Square,Dallas,75244,335000,,2.0,2.0
385,2415 Stutz Drive,Dallas,75235,335000,,2.0,3.0
386,2030 Trinidad Drive,Dallas,75232,335987,,3.0,2.0
387,3236 Tower Trail,Dallas,75229,340000,,3.0,2.0
388,6735 Webster Street,Dallas,75209,344900,,3.0,2.0
389,406 S Montreal Avenue,Dallas,75208,350000,,3.0,2.0
390,4123 Lawngate Drive,Dallas,75287,350000,,3.0,3.0
391,3908 Kiestmeadow Drive,Dallas,75233,359900,,4.0,4.0
392,874 Peavy Road,Dallas,75218,365000,,3.0,2.0
393,1402 Seevers Avenue,Dallas,75216,389000,,3.0,2.0
394,10638 Sandpiper Lane,Dallas,75230,389999,,3.0,3.0
395,928 Stillmeadow Road,Dallas,75232,394950,,4.0,4.0
396,2529 Fenestra Drive,Dallas,75228,395000,,3.0,2.0
397,2220 Canton Street,Dallas,75201,415000,,1.0,2.0
398,3511 Dickason Avenue,Dallas,75219,435000,,2.0,3.0
399,1826 Mapleton Drive,Dallas,75228,439000,,4.0,3.0
400,5030 Pershing Street,Dallas,75206,449000,,2.0,1.0
401,7209 Bennington Drive,Dallas,75214,450000,,2.0,2.0
402,634 Bizerte Avenue,Dallas,75224,469000,,3.0,2.0
403,6024 Victor Street,Dallas,75214,475000,,2.0,2.0
404,628 Blanning Drive,Dallas,75218,489000,,3.0,2.0
405,418 S Willomet Avenue,Dallas,75208,490000,,3.0,2.0
406,3957 High Summit Drive,Dallas,75244,499000,,4.0,3.0
407,7714 Caillet Street,Dallas,75209,500000,,3.0,1.0
408,4411 Sexton Lane,Dallas,75229,515000,,3.0,2.0
409,4924 Forest Bend Road,Dallas,75244,549000,,5.0,3.0
410,5605 Northaven Road,Dallas,75230,549000,,3.0,3.0
411,12231 Snow White Drive,Dallas,75244,552000,,4.0,2.0
412,1066 N Buckner Boulevard,Dallas,75218,559000,,3.0,3.0
413,8711 San Leandro Drive,Dallas,75218,575000,,3.0,2.0
414,7631 Meadow Road,Dallas,75230,616900,,4.0,3.0
415,4725 Manett Street,Dallas,75204,619000,,2.0,3.0
416,7943 Xavier Court,Dallas,75218,639000,,4.0,4.0
417,6135 Belmont Avenue,Dallas,75214,675000,,4.0,3.0
418,8258 Vitex Avenue,Dallas,75252,690500,,4.0,3.0
419,8226 Vitex Avenue,Dallas,75252,700500,,4.0,4.0
420,8242 Vitex Avenue,Dallas,75252,720500,,4.0,4.0
421,8016 Cool River Drive,Frisco,75036,305000,,2.0,2.0
422,10005 Ashmont Drive,Frisco,75035,350000,,3.0,2.0
423,949 Imperial Valley Lane,Frisco,75036,430000,,2.0,2.0
424,12350 Flowering Drive,Frisco,75035,500000,,5.0,4.0
425,2079 Alcove Drive,Frisco,75034,640000,,4.0,3.0
426,3 Southern Hills Court,Frisco,75034,725000,,4.0,4.0
427,16492 Creek Plum Road,Frisco,75033,725000,,5.0,4.0
428,11707 Coronado Trail,Frisco,75033,769900,,4.0,4.0
429,4151 Castle Bank Lane,Frisco,75033,1050000,,5.0,6.0
